index,start_time,end_time,original_telugu,transliteration,Actors
1973,"01:13:38,289","01:13:40,140",ఎస్కేప్ అయ్యాడు ఎలా ఎస్కేప్ అయ్యాడు?,yeskep ayyaadu yelaa yeskep ayyaadu?,
1974,"01:13:40,710","01:13:41,640",ఎందుకు tension పడతావ్?,yendhuku tension padathaav?,
1975,"01:13:41,890","01:13:42,620",వాడు ఎక్కడికో వస్తాడుగా.,vaadu yekkadiko vasthaadugaa.,
1976,"01:13:45,949","01:13:46,300",వచ్చాడు.,vachhaadu.,
1977,"01:13:49,350","01:13:50,180",వచ్చినందుకు thanks.,vachhinandhuku thanks.,
1978,"01:14:07,869","01:14:08,960",ఏంట్రా పంతులుగా,yentraa panthulugaa,
1979,"01:14:09,168","01:14:11,400",పూజలు చేస్తూ silent గా murders చేస్తూ,poojalu chesthoo silent gaa murders chesthoo,
1980,"01:14:11,710","01:14:12,780",మమ్మల్ని ఏదో వాళ్ళని చేద్దామనుకున్నావ్,mammalni yedho vaallani chedhdhaamanukunnaav,
1981,"01:14:13,130","01:14:13,800",రా. పూజలా?,raa. poojalaa?,
1982,"01:14:14,710","01:14:16,000",నీకు shock లో mind దుబ్బినట్టుంది.,neeku shock lo mind dhubbinattundhi.,
1983,"01:14:16,909","01:14:17,640",వెళ్లి check చేయించుకో.,velli check cheyinchuko.,
1984,"01:14:18,090","01:14:19,620",ఇంత మందిలో ఉండి కూడా మాట్లాడుతున్నావ్,intha mandhilo undi koodaa maatlaaduthunnaav,
1985,"01:14:19,869","01:14:20,220",అంటే,ante,
1986,"01:14:20,750","01:14:22,280",ఎంత ధైర్యం రా నీకు? నాకున్నదే,yentha dhairyam raa neeku? naakunnadhe,
1987,"01:14:22,539","01:14:22,890",అది.,adhi.,
1988,"01:14:31,930","01:14:32,210",Sir,Sir,
1989,"01:14:34,069","01:14:34,660",ఏం నరసింహ,yem narasimha,
1990,"01:14:35,470","01:14:36,100",బాగా దొరికిపోయినట్టున్నావ్,baagaa dhorikipoyinattunnaav,
1991,"01:14:38,310","01:14:39,420",Sir Shut up.,Sir Shut up.,
1992,"01:14:39,869","01:14:41,280",నీకు నా కూతురు కావాల్సి వచ్చిందిరా.,neeku naa koothuru kaavaalsi vachhindhiraa.,
1993,"01:14:42,359","01:14:45,200","అందరి phone లో tap చేసి నేను, నీ phone tap చేయలేనురా.","andhari phone lo tap chesi nenu, nee phone tap cheyalenuraa.",
1994,"01:14:45,829","01:14:46,180",చచ్చిపో.,chachhipo.,
1995,"01:14:46,770","01:14:47,860",వాళ్ళ చేతుల్లో చచ్చిపో.,vaalla chethullo chachhipo.,
1996,"01:17:44,920","01:17:45,819",ఏంటి? ఇందాక,yenti? indhaaka,
1997,"01:17:45,869","01:17:46,800",నీ చావు కోరుకున్న,nee chaavu korukunna,
1998,"01:17:46,949","01:17:47,300",వాడు,vaadu,
1999,"01:17:47,850","01:17:48,440",నిన్ను రక్షించాడేంటా,ninnu rakshinchaadentaa,
2000,"01:17:49,069","01:17:50,020",అని చూస్తున్నావా?,ani choosthunnaavaa?,
2001,"01:17:51,489","01:17:52,480",నిన్ను ఎందుకు రక్షించాం,ninnu yendhuku rakshinchaam,
2002,"01:17:52,699","01:17:53,050","అంటే,","ante,",
2003,"01:17:53,890","01:17:54,560",నీ ప్రాణాలు,nee praanaalu,
2004,"01:17:55,949","01:17:57,159",మాకు కావాలి కాబట్టి.,maaku kaavaali kaabatti.,
2005,"01:19:04,299","01:19:04,920",హాయ్. నేనే,haay. nene,
2006,"01:19:04,970","01:19:05,740",నిన్ను ఇక్కడికి రప్పించాను.,ninnu ikkadiki rappinchaanu.,
2007,"01:19:06,890","01:19:07,240",ఇతనెవరు?,ithanevaru?,
2008,"01:19:07,510","01:19:08,460",నేను చెప్పిన నాయక్,nenu cheppina naayak,
2009,"01:19:09,659","01:19:10,279",ఇతనే. చేసిన,ithane. chesina,
2010,"01:19:10,329","01:19:11,020",help కి thanks.,help ki thanks.,
2011,"01:19:11,369","01:19:12,500",ఈరోజు నుంచి నువ్వు నా మనిషివే.,eeroju nunchi nuvvu naa manishive.,
2012,"01:19:13,250","01:19:13,600",వెళ్ళా.,vellaa.,
2013,"01:19:14,609","01:19:16,189",నిన్ను ఇంత దూరం ఎందుకు తీసుకొచ్చాం అంటే,ninnu intha dhooram yendhuku theesukochhaam ante,
2014,"01:19:17,069","01:19:17,940",నీతో అవసరం వచ్చింది.,neetho avasaram vachhindhi.,
2015,"01:19:18,689","01:19:19,760","ఆ అవసరం ఏంటో నీకు తెలియాలంటే,","aa avasaram yento neeku theliyaalante,",
2016,"01:19:20,609","01:19:21,340",నీకు ఒక కథ చెప్పాలి.,neeku oka katha cheppaali.,
2017,"01:19:22,229","01:19:23,520",మీ నాన్న military లో arms designer.,mee naanna military lo arms designer.,
2018,"01:19:24,170","01:19:25,100",ఆయన ఒక weapon కనిపెట్టాడు.,aayana oka weapon kanipettaadu.,
2019,"01:19:25,609","01:19:26,560",It's a revolution,It's a revolution,
2020,"01:19:26,689","01:19:27,150",in arms.,in arms.,
2021,"01:19:27,850","01:19:28,760",ఆ design నాకు ఇమ్మన్నాను.,aa design naaku immannaanu.,
2022,"01:19:29,649","01:19:30,000",ఎందుకంటే,yendhukante,
2023,"01:19:30,390","01:19:31,039",అదే నా business.,adhe naa business.,
2024,"01:19:31,649","01:19:32,000",ఇవ్వనన్నాడు.,ivvanannaadu.,
2025,"01:19:32,409","01:19:34,079",అప్పుడు మీ నాన్న జీవిత చరిత్ర తెరగేస్తే,appudu mee naanna jeevitha charithra theragesthe,
2026,"01:19:34,539","01:19:36,560",మీ నాన్నకు thickest friend అయిన ఈ దండ్ర తేలాడు.,mee naannaku thickest friend ayina ee dhandra thelaadu.,
2027,"01:19:37,489","01:19:39,640",వీడి friendship ని వాడి మీ నాన్నని kidnap చేశాను.,veedi friendship ni vaadi mee naannani kidnap cheshaanu.,
2028,"01:19:40,329","01:19:42,079",ఆ తర్వాత ఒక accident లో మీ నాన్న చనిపోయాడు.Of,aa tharvaatha oka accident lo mee naanna chanipoyaadu.Of,
2029,"01:19:43,322","01:19:43,561",course,course,
2030,"01:19:44,261","01:19:45,252",accident నేనే చేయించాను.,accident nene cheyinchaanu.,
2031,"01:19:46,162","01:19:46,512",ఏయ్,yey,
2032,"01:19:46,942","01:19:47,131",ఏయ్,yey,
2033,"01:19:48,841","01:19:50,892",నీకో twist ఇవ్వనా మీ నాన్న బతికే ఉన్నాడు.,neeko twist ivvanaa mee naanna bathike unnaadu.,
2034,"01:19:54,101","01:19:55,481",కొన్ని వందల కోట్లు invest చేసి,konni vandhala kotlu invest chesi,
2035,"01:19:56,181","01:19:57,552",మీ నాన్నతో weapon తయారు చేయిస్తున్నాను.,mee naannatho weapon thayaaru cheyisthunnaanu.,
2036,"01:19:58,662","01:19:59,992",ఇంకో ఆరు నెలల్లో complete అయిపోతుందనగా,inko aaru nelallo complete ayipothundhanagaa,
2037,"01:20:01,221","01:20:02,572",మీ నాన్న నాకు twist ఇచ్చాడు.,mee naanna naaku twist ichhaadu.,
2038,"01:20:03,261","01:20:04,162",నా family నాకు కావాలన్నాడు.,naa family naaku kaavaalannaadu.,
2039,"01:20:05,101","01:20:05,452",అప్పట్నుంచి,appatnunchi,
2040,"01:20:05,662","01:20:06,392",నీ కోసం వెతికితే,nee kosam vethikithe,
2041,"01:20:06,942","01:20:07,761",ఇప్పటికి దొరికావు.,ippatiki dhorikaavu.,
2042,"01:20:08,402","01:20:08,752",Major,Major,
2043,"01:20:29,902","01:20:30,122",నాన్న,naanna,
2044,"01:20:31,082","01:20:31,442",Major,Major,
2045,"01:20:32,242","01:20:33,681",family family అని అడిగావు కదా,family family ani adigaavu kadhaa,
2046,"01:20:34,162","01:20:34,852",ఇదిగో నీ కొడుకు.,idhigo nee koduku.,
2047,"01:20:38,122","01:20:39,332",నువ్వు తన కొడుకువా కాదా,nuvvu thana kodukuvaa kaadhaa,
2048,"01:20:39,681","01:20:41,072",లేక మేమేమైనా డ్రామాలు ఆడుతున్నామా,leka mememainaa draamaalu aaduthunnaamaa,
2049,"01:20:41,261","01:20:42,702",అని మీ నాన్నకు doubt వచ్చింది.,ani mee naannaku doubt vachhindhi.,
2050,"01:20:43,442","01:20:45,632",ఇలాంటి serious విషయాల్లో నేను అసలు డ్రామాలు ఆడను.,ilaanti serious vishayaallo nenu asalu draamaalu aadanu.,
2051,"01:20:46,502","01:20:47,912",నువ్వే తన కొడుకువని prove చేసుకోవలసిన,nuvve thana kodukuvani prove chesukovalasina,
2052,"01:20:48,202","01:20:48,912",బాధ్యత నీది.,baadhyatha needhi.,
2053,"01:20:49,221","01:20:49,572",చేసుకో.,chesuko.,
2054,"01:20:50,962","01:20:51,341",చూడు బాబు,choodu baabu,
2055,"01:20:51,962","01:20:52,592",చాలా సంవత్సరాలుగా,chaalaa samvathsaraalugaa,
2056,"01:20:52,801","01:20:53,292",నా కుటుంబానికి,naa kutumbaaniki,
2057,"01:20:53,481","01:20:55,112",దూరమై వీడి దగ్గర సేవకుడిలా పనిచేస్తున్నాను.,dhooramai veedi dhaggara sevakudilaa panichesthunnaanu.,
2058,"01:20:55,902","01:20:56,731",నన్ను మోసం చేయొద్దు.,nannu mosam cheyodhdhu.,
2059,"01:20:57,242","01:20:57,852",నిజం చెప్పు.,nijam cheppu.,
2060,"01:20:58,902","01:20:59,252",నువ్వెవరు?,nuvvevaru?,
2061,"01:20:59,782","01:21:00,002",నాన్న,naanna,
2062,"01:21:00,942","01:21:01,852",నేను నిజంగా మీ కొడుకునే.,nenu nijangaa mee kodukune.,
2063,"01:21:02,902","01:21:03,652",ఒక్క నిమిషం ఆగండి.,okka nimisham aagandi.,
2064,"01:21:07,962","01:21:08,721",Hello అమ్మా,Hello ammaa,
2065,"01:21:09,521","01:21:10,372",ఒక్క నిమిషం line లో ఉండు.,okka nimisham line lo undu.,
2066,"01:21:11,101","01:21:11,932",నీతో ఒకాయన మాట్లాడతారు.,neetho okaayana maatlaadathaaru.,
2067,"01:21:15,582","01:21:15,782",Hello,Hello,
2068,"01:21:16,641","01:21:17,142",ఆహ్ ఆహ్,aah aah,
2069,"01:21:19,362","01:21:19,712",ఏమండీ,yemandee,
2070,"01:21:21,731","01:21:22,082",ఇందిరా.,indhiraa.,
2071,"01:21:33,601","01:21:34,812",ఎవడ్రా sentiment లేదన్నది?,yevadraa sentiment ledhannadhi?,
2072,"01:21:35,381","01:21:36,231",చూడండ్రా emotion ని,choodandraa emotion ni,
2073,"01:21:37,242","01:21:37,601",బాబాజీ,baabaajee,
2074,"01:21:38,681","01:21:41,601",వీడి కొడుకుని ఎక్కువ సేపు ఈ island లో ఉంచడం correct కాదు.,veedi kodukuni yekkuva sepu ee island lo unchadam correct kaadhu.,
2075,"01:21:41,902","01:21:43,112",వాడు మహా కంత్రిణ కొడుకు.,vaadu mahaa kanthrina koduku.,
2076,"01:21:43,301","01:21:43,702",ఊ,oo,
2077,"01:21:44,451","01:21:44,992",ఓకే shift,oke shift,
2078,"01:21:45,042","01:21:45,392",చేద్దాం.,chedhdhaam.,
2079,"01:21:45,702","01:21:45,921",నాన్న,naanna,
2080,"01:21:46,681","01:21:47,212",మీరు భయపడకండి.,meeru bhayapadakandi.,
2081,"01:21:48,162","01:21:49,771",మీరు తయారుచేసిన ఈ weapon వీళ్లకు తక్కనివ్వను.,meeru thayaaruchesina ee weapon veellaku thakkanivvanu.,
2082,"01:21:50,582","01:21:51,851",మిమ్మల్ని ఇక్కడి నుంచి నేను తీసుకెళ్తాను నాన్న.,mimmalni ikkadi nunchi nenu theesukelthaanu naanna.,
2083,"01:21:51,902","01:21:52,252",చెప్పేడ్రా,cheppedraa,
2084,"01:21:52,721","01:21:53,811",నువ్వు అంత జాదువు అని.,nuvvu antha jaadhuvu ani.,
2085,"01:21:58,261","01:21:58,801",తీసుకెళ్ళిపోతావా? ఆ,theesukellipothaavaa? aa,
2086,"01:21:59,561","01:22:00,412",మీ నాన్నని తీసుకెళ్ళిపోతావా?,mee naannani theesukellipothaavaa?,
2087,"01:22:01,442","01:22:03,472",మీ నాన్న ఉన్న ఈ island ఎక్కడుందో కూడా నువ్వు తెలుసుకోలేవు,mee naanna unna ee island yekkadundho koodaa nuvvu thelusukolevu,
2088,"01:22:04,091","01:22:04,492",రా. పద్నాలుగు,raa. padhnaalugu,
2089,"01:22:04,702","01:22:06,252",దేశాల governments నా పేరు చెప్తే,dheshaala governments naa peru chepthe,
2090,"01:22:07,021","01:22:07,712",shake అవుతాయి.,shake avuthaayi.,
2091,"01:22:08,822","01:22:09,172",ఏసేయనా?,yeseyanaa?,
2092,"01:22:09,402","01:22:09,752",మీ,mee,
2093,"01:22:09,921","01:22:10,872",నాన్నని ఏసేయనా? వద్దు.,naannani yeseyanaa? vadhdhu.,
2094,"01:22:11,622","01:22:11,722",ఏయ్,yey,
2095,"01:22:12,101","01:22:13,021",take him take him away,take him take him away,
2096,"01:22:14,641","01:22:15,181",బాబా Major,baabaa Major,
2097,"01:22:16,101","01:22:17,992",ఇక్కడి నుంచి నీ కొడుకు Kolkata లో నాతోనే ఉంటాడు.,ikkadi nunchi nee koduku Kolkata lo naathone untaadu.,
2098,"01:22:18,601","01:22:19,731",నీకు one month time ఇస్తున్నా.,neeku one month time isthunnaa.,
2099,"01:22:20,622","01:22:21,472",దీన్ని finish చెయ్.,dheenni finish chey.,
2100,"01:22:21,862","01:22:22,832",One month లో finish చేయకపోతే,One month lo finish cheyakapothe,
2101,"01:22:23,641","01:22:25,332",నీ కొడుకుకి ఒక్కొక్క part తీసేస్తా.,nee kodukuki okkokka part theesesthaa.,
2102,"01:22:26,042","01:22:26,842",జాగ్రత్త. No,jaagraththa. No,
2103,"01:22:27,122","01:22:28,871",no no no please నా కొడుకును ఏం చేయొద్దు.,no no no please naa kodukunu yem cheyodhdhu.,
2104,"01:22:28,921","01:22:29,632",Finish చెయ్.,Finish chey.,
2105,"01:22:47,561","01:22:48,271",Yeah take care,Yeah take care,
2106,"01:22:48,881","01:22:49,202",okay,okay,
2107,"01:22:50,141","01:22:50,852",మీట గాడు ఎక్కడ్రా?,meeta gaadu yekkadraa?,
2108,"01:22:59,612","01:23:00,192",వీడెవడు భయ్యా?,veedevadu bhayyaa?,
2109,"01:23:00,242","01:23:01,092",ఇంత rough గా ఉన్నాడు.,intha rough gaa unnaadu.,
2110,"01:23:01,841","01:23:02,792",మన Major Saab కొడుకు.,mana Major Saab koduku.,
2111,"01:23:03,521","01:23:04,452",ఇక నుంచి ఇక్కడే ఉంటాడు.,ika nunchi ikkade untaadu.,
2112,"01:23:04,921","01:23:05,432",ఎటూ వెళ్ళకుండా,yetoo vellakundaa,
2113,"01:23:06,002","01:23:06,771",జాగ్రత్తగా చూసుకోవలసిన,jaagraththagaa choosukovalasina,
2114,"01:23:07,021","01:23:09,052",బాధ్యత నీది. ఇదిగో ఇట్లాంటి risk జాబులు నాకు పెట్టవయ్యా.,baadhyatha needhi. idhigo itlaanti risk jaabulu naaku pettavayyaa.,
2115,"01:23:09,561","01:23:10,912",వీణ్ణి control చేయడం చాలా కష్టం అనిపిస్తుంది.,veenni control cheyadam chaalaa kashtam anipisthundhi.,
